job_id,skill_abr
4402359373,ART
4402359373,IT
4402376550,MGMT
4402376550,MNFC
4402371598,RSCH
4402371598,PRDM
4402371598,PROD
4402373573,IT
4402356650,MRKT
4402356650,SALE
4402362666,IT
4400804325,PRCH
4402370618,MGMT
4402372580,MGMT
4402372580,MNFC
4402360706,MGMT
4402360706,SALE
4402360706,ADM
4403403582,HR
4402379175,MGMT
4402379175,MNFC
4402356675,BD
4402356675,SALE
4402374573,BD
4402374573,SALE
4402376540,ACCT
4402376540,FIN
4402372620,SALE
4402372620,MGMT
4400800514,MRKT
4400800514,SALE
4363267218,ENG
4363267218,IT
4402367648,PRJM
4402367648,IT
4402372647,SALE
4402372647,BD
4402374572,BD
4402374572,SALE
4403401710,MGMT
4403401710,MNFC
4381610864,SALE
4381610864,BD
4390864031,MRKT
4390864031,SALE
4402362705,DSGN
4402362705,ART
4402362705,IT
4402365664,SALE
4402365664,BD
4403415405,HR
4402364680,OTHR
4402372685,FIN
4402372685,SALE
4403411505,HR
4403400588,HR
4402356782,ENG
4402356782,IT
4402366638,EDU
4402366638,TRNG
4402374619,HR
4402361740,HR
4402361740,SALE
4402361740,MRKT
4403400694,OTHR
4400817232,MGMT
4400817232,MNFC
4308803936,CNSL
4308803936,IT
4308803936,SALE
4363914280,OTHR
4379898225,MGMT
4379898225,MNFC
4402365702,ENG
4379662419,MGMT
4379662419,MNFC
4401412156,ADM
4378751821,OTHR
4402370690,ENG
4402370690,IT
4289447083,OTHR
4402364695,SALE
4402364695,BD
4402360799,SALE
4402360799,BD
4369016304,SALE
4369016304,BD
4403407762,ACCT
4403407762,FIN
4380087228,MGMT
4380087228,MNFC
4391477400,SALE
4391477400,BD
4402360852,RSCH
4402375753,ENG
4400819240,SALE
4402367688,SALE
4402367688,BD
4402364790,IT
4402375791,CUST
4402375791,OTHR
4390860011,DSGN
4390860011,ART
4390860011,IT
4402362897,MRKT
4402362897,ART
4402362897,PR
4402358797,DSGN
4150953550,SALE
4150953550,BD
4400810425,MRKT
4400810425,SALE
4382000160,ART
4402371780,HR
4402369777,OTHR
4402363758,ENG
4402363758,IT
4402366795,BD
4402366795,SALE
4390713431,OTHR
4402363679,IT
4402367792,MRKT
4402367792,SALE
4391544963,QA
4402373709,PRCH
4402373709,SUPL
4308819107,OTHR
4403412768,SALE
4403412768,BD
4403414615,FIN
4403414615,SALE
4402359844,ENG
4402359844,IT
4402378708,SALE
4402378708,BD
4402375809,IT
4403420050,MRKT
4403420050,SALE
4402368582,ACCT
4402368582,FIN
4340712852,BD
4340712852,SALE
4403403831,IT
4403403831,CNSL
4403403831,ANLS
4402373751,OTHR
4402373751,ANLS
4403411769,EDU
4403411769,TRNG
4402369818,DSGN
4402369818,ART
4402369818,IT
4402363838,ART
4402363838,MRKT
4402363838,PR
4371155188,ENG
4371155188,IT
4402370775,EDU
4402370775,TRNG
4399134517,GENB
4399134517,ADM
4402376706,MRKT
4402376706,SALE
4402361873,HR
4402378743,LGL
4402356820,BD
4402356820,SALE
4402371751,BD
4402371751,SALE
4402376642,ENG
4402376642,IT
4390831923,PRJM
4390831923,IT
4403197815,IT
